temperature
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
32.14
33.14
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.29
33.54
34.06
34.23
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.14
34.19
33.74
33.57
33.26
33.24
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.69
34.21
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.24
34.19
34.19
34.19
33.74
33.72
33.47
33.30
33.25
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
33.19
32.24
32.14
32.14
32.14
32.14
32.14
31.49
31.10
31.09
31.08
31.08
31.08
31.08
31.08
30.38
30.05
30.03
30.03
30.03
30.03
30.03
30.03
29.33
29.00
28.98
28.98
28.98
28.98
28.98
28.98
28.23
27.94
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.73
26.97
26.88
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.82
25.97
25.83
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.72
25.32
24.80
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.72
24.52
24.01
23.78
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.62
23.46
22.70
22.72
22.67
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.66
22.76
22.87
23.52
23.71
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
23.72
24.22
24.54
24.76
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.82
25.37
25.70
25.81
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.92
25.98
26.53
26.76
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.97
27.88
27.92
27.93
27.93
27.93
27.93
28.38
28.95
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
29.03
29.28
29.89
29.87
30.02
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
29.58
29.06
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.78
28.32
27.95
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.98
28.03
28.28
28.39
28.70
28.91
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
28.98
29.28
29.74
29.87
30.02
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.23
30.94
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
31.08
30.88
30.47
30.05
30.03
30.03
30.03
30.03
30.03
30.03
30.03
30.03
29.58
29.01
28.98
28.98
28.98
28.98
28.98
28.98
28.68
28.16
27.94
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.63
27.31
26.90
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.77
26.52
26.06
25.83
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.72
25.82
25.22
24.89
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.92
24.93
25.63
25.81
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
26.02
26.48
26.85
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.92
27.43
27.75
27.92
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.93
27.88
27.77
27.32
26.95
26.88
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.87
26.82
25.97
25.83
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.82
25.77
25.52
25.26
24.79
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
24.77
